time,acc_x,acc_y,acc_z
0.000000000000000000e+00,6.275163643403759706e-02,-1.055920218943482217e-02,6.951069338911154694e-02
1.000000000000000021e-03,-1.250021206311205391e-01,-1.273303723551193478e-01,-3.473056818630377435e-02
2.000000000000000042e-03,-2.110452280418666782e-01,-1.661449829665341826e-01,-1.050322445316109743e-01
3.000000000000000062e-03,-1.162678440105390093e-01,-1.690493765175169610e-02,-9.907978892795599180e-02
4.000000000000000083e-03,8.594697100549608670e-02,1.169594513672940900e-01,9.817157894013626984e-03
5.000000000000000104e-03,1.933779689123169276e-01,1.609267489477658186e-01,1.186493139170318317e-01
6.000000000000000125e-03,1.515017368464096348e-01,6.783017580034475524e-02,1.193668167178028316e-01
7.000000000000000146e-03,-3.722867719785082075e-02,-7.438588856034122898e-02,1.082493333249405325e-02
8.000000000000000167e-03,-1.894580910279920483e-01,-1.625604809852468358e-01,-9.656337833849963637e-02
8.999999999999999320e-03,-1.764752594764227578e-01,-1.041182960974680327e-01,-1.238821224853582925e-01
1.000000000000000021e-02,-2.638992464601537177e-02,5.346975503824959869e-02,-5.161814350997365186e-02
1.099999999999999936e-02,1.602570059473511777e-01,1.559655149412915720e-01,6.761189400117552373e-02
1.200000000000000025e-02,2.083965028072739811e-01,1.253521734509994712e-01,1.246324980548212807e-01
1.299999999999999940e-02,7.631003901126930111e-02,-1.650832081765904458e-02,8.254687163382908033e-02
1.400000000000000029e-02,-1.337994289202333320e-01,-1.394560782137764521e-01,-2.606859979935462895e-02
1.499999999999999944e-02,-1.920765339080146572e-01,-1.438505121880584714e-01,-1.180836057442676279e-01
1.600000000000000033e-02,-1.122237440657320173e-01,-2.574869626278339027e-02,-1.048555951855300317e-01
1.700000000000000122e-02,8.359081817899560729e-02,1.305181319517384197e-01,-2.186942785363197531e-03
1.799999999999999864e-02,2.122908974526541703e-01,1.587133418446719513e-01,9.806591877618689446e-02
1.899999999999999953e-02,1.498431978864020186e-01,6.183885159707350893e-02,1.266077760366765836e-01
2.000000000000000042e-02,-3.991986044821602825e-02,-9.577768539940482995e-02,3.758148032329060306e-02
2.100000000000000130e-02,-1.872448291772779161e-01,-1.803705896149597199e-01,-5.992211754512742627e-02
2.199999999999999872e-02,-1.744159067602859825e-01,-9.228996303264440371e-02,-1.226449200511718768e-01
2.299999999999999961e-02,-2.071758406669869587e-03,6.082522039948827508e-02,-6.365288787904313517e-02
2.400000000000000050e-02,1.628243312290794942e-01,1.615535315675389050e-01,3.814456746747593024e-02
2.500000000000000139e-02,1.964912167370128082e-01,1.304719477938459937e-01,1.085494653874443105e-01
2.599999999999999881e-02,5.851701092930840231e-02,-4.218512268220923900e-02,9.743954183099275135e-02
2.699999999999999969e-02,-1.127880151594817248e-01,-1.499268672420298043e-01,-1.430347085176756836e-02
2.800000000000000058e-02,-2.049376983457907031e-01,-1.455384168347028384e-01,-1.087463090811544575e-01
2.900000000000000147e-02,-1.213252097212909747e-01,-1.376808895314074292e-02,-1.019133774268409093e-01
2.999999999999999889e-02,6.788236823855894886e-02,1.466452182730004494e-01,-3.875285607666983934e-02
3.099999999999999978e-02,2.085690774558376648e-01,1.396517735013523276e-01,8.933595854222589616e-02
3.200000000000000067e-02,1.519231811339660232e-01,2.965969770664502250e-02,1.194175104847280539e-01
3.300000000000000155e-02,-2.716998986746253786e-02,-1.189496892702665287e-01,5.946786086370248192e-02
3.400000000000000244e-02,-1.719000199186511146e-01,-1.624777909649548213e-01,-5.069534841674598613e-02
3.500000000000000333e-02,-1.856202242609272801e-01,-7.850428407304638201e-02,-1.268535283205246000e-01
3.599999999999999728e-02,-3.480367087323876698e-03,8.857529302972266816e-02,-8.174284852694481407e-02
3.699999999999999817e-02,1.575230045538633938e-01,1.654751795688719773e-01,2.153681433848268767e-02
3.799999999999999906e-02,1.825446138565838816e-01,1.039408450490092034e-01,9.864801305216439054e-02
3.899999999999999994e-02,7.281547369275506720e-02,-5.487147472924135128e-02,1.110068927616961604e-01
4.000000000000000083e-02,-1.226994664743806807e-01,-1.583119539582369395e-01,1.734680531877935347e-02
4.100000000000000172e-02,-2.162997009304832852e-01,-1.260628096026950584e-01,-8.872333438798665761e-02
4.200000000000000261e-02,-1.183229839937263161e-01,1.714516196651056160e-02,-1.257122296596276945e-01
4.299999999999999656e-02,8.115004542647034913e-02,1.427774228411530510e-01,-3.926238819382576323e-02
4.399999999999999745e-02,2.051836482478253121e-01,1.350357162087879592e-01,8.657307626437027448e-02
4.499999999999999833e-02,1.620206818650878622e-01,2.402897511087681223e-02,1.118370967861723464e-01
4.599999999999999922e-02,-1.578352405824249736e-03,-1.215509482711427114e-01,6.557071996876279174e-02
4.700000000000000011e-02,-1.828120643744104989e-01,-1.825408407488779972e-01,-4.091773865919434705e-02
4.800000000000000100e-02,-1.857624856351549336e-01,-4.864158458663179335e-02,-1.162863032026557608e-01
4.900000000000000189e-02,-2.007455598904802144e-02,1.049453316478176079e-01,-1.003867983217930360e-01
5.000000000000000278e-02,1.557782607102465855e-01,1.683909923964931887e-01,2.149865607446594697e-03
5.099999999999999672e-02,2.016401970277865441e-01,8.713353993295437638e-02,1.115905809949654659e-01
5.199999999999999761e-02,8.915605879059794459e-02,-6.759727001828433335e-02,1.067081461855303171e-01
5.299999999999999850e-02,-1.031606184274856119e-01,-1.668234718019997453e-01,2.404552598697318189e-02
5.399999999999999939e-02,-2.101667988703182222e-01,-1.129252135080852926e-01,-1.013383541755335238e-01
5.500000000000000028e-02,-1.185198970414535063e-01,3.699492474547382004e-02,-1.157849366834018956e-01
5.600000000000000117e-02,6.604098484843383410e-02,1.449839980407545414e-01,-7.367425260711353563e-02
5.700000000000000205e-02,2.118973074968295289e-01,1.251636565747358820e-01,5.232142643195979853e-02
5.800000000000000294e-02,1.545413721166596921e-01,2.036049545743138893e-03,1.198318027337948177e-01
5.899999999999999689e-02,-2.649620358455623617e-02,-1.417518995413179217e-01,8.014764856188363873e-02
5.999999999999999778e-02,-1.823749540614118259e-01,-1.725319931285906605e-01,-2.252064790937954517e-02
6.099999999999999867e-02,-1.911723724867366303e-01,-3.951055565476048470e-02,-1.148195258670435537e-01
6.199999999999999956e-02,-3.167172311350214403e-02,1.008916152319642850e-01,-1.020556291770024354e-01
6.300000000000000044e-02,1.504586453366572318e-01,1.673935494118941048e-01,-2.961799358066944353e-03
6.400000000000000133e-02,1.968958530251815053e-01,6.944458392170621552e-02,1.052985895293639812e-01
6.500000000000000222e-02,8.526309348509650277e-02,-8.036723997798905783e-02,1.282213420108912205e-01
6.600000000000000311e-02,-1.085955987079667701e-01,-1.720304733361534277e-01,4.247017260614687623e-02
6.700000000000000400e-02,-1.928051970850446495e-01,-1.054249524641060753e-01,-7.683864871920481621e-02
6.800000000000000488e-02,-1.270167420555885218e-01,5.472920733079432443e-02,-1.137358657646517085e-01
6.900000000000000577e-02,6.085887454610045683e-02,1.615339090677523071e-01,-7.826295605722589921e-02
7.000000000000000666e-02,2.061912919319945636e-01,1.332157599744625831e-01,3.532175647636520699e-02
7.099999999999999367e-02,1.785428109658143137e-01,-1.230573785346763399e-02,1.221825645884915684e-01
7.199999999999999456e-02,-7.000015343403936420e-03,-1.490886326368271175e-01,1.000616358534568290e-01
7.299999999999999545e-02,-1.779018797314011469e-01,-1.369352185219625540e-01,-5.859593144676612450e-03
7.399999999999999634e-02,-1.866728105530282844e-01,-2.236980769663212548e-02,-1.164483236701270852e-01
7.499999999999999722e-02,-3.479402792474627776e-02,1.190383501513444103e-01,-1.137844364429451416e-01
7.599999999999999811e-02,1.346025124801355777e-01,1.521581409009146735e-01,-4.302231142358657091e-03
7.699999999999999900e-02,2.151535362086272607e-01,6.911912355409545461e-02,1.018416382566254136e-01
7.799999999999999989e-02,8.093634241706974819e-02,-9.901025554958524377e-02,1.249763454932169837e-01
7.900000000000000078e-02,-1.134622709037674260e-01,-1.685971363826971325e-01,5.985530996528282827e-02
8.000000000000000167e-02,-2.016051419187382121e-01,-9.320368595188087413e-02,-5.848890103894862497e-02
8.100000000000000255e-02,-1.354827967449994119e-01,6.202058510183731943e-02,-1.309693016047186742e-01
8.200000000000000344e-02,7.013074034640512378e-02,1.498662328863135385e-01,-8.181212471017196286e-02
8.300000000000000433e-02,2.058731680864172853e-01,1.147953811919468076e-01,1.469973616095633998e-02
8.400000000000000522e-02,1.721386828703550809e-01,-2.163408682274384209e-02,1.161520764491555113e-01
8.500000000000000611e-02,-8.344726899564381545e-03,-1.532413296139787939e-01,9.748716221865678933e-02
8.599999999999999312e-02,-1.777802444926143144e-01,-1.501619726188795356e-01,1.099770032416364299e-02
8.699999999999999400e-02,-1.946272957645552026e-01,-7.874291599541382095e-03,-1.062538864674991007e-01
8.799999999999999489e-02,-3.792247988645467555e-02,1.359599695249512907e-01,-1.183107225125293177e-01
8.899999999999999578e-02,1.544222451216571979e-01,1.551190396573685626e-01,-3.565072790340167996e-02
8.999999999999999667e-02,1.970923200620181559e-01,4.366421902036982106e-02,5.643529719740628114e-02
9.099999999999999756e-02,8.652993759619996561e-02,-1.106898433023765504e-01,1.213048775092587656e-01
9.199999999999999845e-02,-1.003525412496000802e-01,-1.758645400071006948e-01,6.833846329039362788e-02
9.299999999999999933e-02,-2.149944756509985511e-01,-7.908851677402978231e-02,-4.088519004179834437e-02
9.400000000000000022e-02,-1.336476536302278473e-01,9.139149297595880461e-02,-1.184349372860656613e-01
9.500000000000000111e-02,5.690945269271139445e-02,1.619501923035146507e-01,-9.209435527741849370e-02
9.600000000000000200e-02,1.871980413186952463e-01,1.123670600050882679e-01,5.765886516428624271e-03
9.700000000000000289e-02,1.601129618934176713e-01,-4.547054592580552362e-02,1.017213344053044949e-01
9.800000000000000377e-02,-2.012719118998122086e-02,-1.627280943872250474e-01,1.079313688244911279e-01
9.900000000000000466e-02,-1.759618436265132091e-01,-1.134258498097264617e-01,3.090400749223006296e-02
1.000000000000000056e-01,-1.912952954310065956e-01,5.348898556153607910e-03,-8.250074717593898488e-02
1.010000000000000064e-01,-4.098346219661117701e-02,1.495309421611830114e-01,-1.224728628585488310e-01
1.019999999999999934e-01,1.458393476756355278e-01,1.474044595325072204e-01,-5.490066386043250535e-02
1.029999999999999943e-01,2.035056781142726423e-01,2.297779105483018294e-02,6.406939112451617846e-02
1.039999999999999952e-01,8.702298699197430487e-02,-1.122513489867808939e-01,1.309733826405533319e-01
1.049999999999999961e-01,-1.019447532916415433e-01,-1.633209367364175102e-01,9.222187734817935412e-02
1.059999999999999970e-01,-2.014694628779318542e-01,-6.015249547546170500e-02,-8.594788356774905533e-03
1.069999999999999979e-01,-1.305362589489292569e-01,9.012772971449632686e-02,-1.215043883439248379e-01
1.079999999999999988e-01,6.204050590711839702e-02,1.655950912799898089e-01,-1.143617660542947112e-01
