time,acc_x,acc_y,acc_z
0.000000000000000000e+00,-5.574797416042399922e-02,-1.066896530247121305e-01,-2.920739216758167639e-02
1.000000000000000021e-03,-6.981276519065854336e-02,-1.162395100292843708e-01,-3.238248017545943686e-02
2.000000000000000042e-03,-4.988300502493440980e-02,-1.037498700342669167e-01,-3.671164061773647680e-02
3.000000000000000062e-03,-1.291245197670554956e-01,-1.328975738480152602e-01,1.054675258431005472e-03
4.000000000000000083e-03,-1.545535751681832437e-01,-9.246825258887000909e-02,-1.813552682147547349e-02
5.000000000000000104e-03,-1.234140173873756047e-01,-6.392153877275495721e-02,-3.459261502824172163e-02
6.000000000000000125e-03,-1.180179479357172517e-01,-1.052809680816885335e-01,-5.800135974587294907e-02
7.000000000000000146e-03,-1.354719542036964541e-01,-7.637102357811756392e-02,-5.600975165924700072e-02
8.000000000000000167e-03,-1.277348742865400122e-01,-8.703145828096466030e-02,-4.534342351981548308e-02
8.999999999999999320e-03,-1.418638682952318153e-01,-9.522142252573809196e-02,-2.252750645872239957e-02
1.000000000000000021e-02,-1.314553721899387739e-01,-8.184771857355754854e-02,-7.732639394325430127e-02
1.099999999999999936e-02,-1.629196920902583334e-01,-9.949247726088034094e-02,-8.956987971321808684e-02
1.200000000000000025e-02,-1.461392100043309439e-01,-9.568207888875877865e-02,-1.010735529848451608e-01
1.299999999999999940e-02,-1.106023397161449706e-01,-9.640797039437484783e-02,-5.330853071320248299e-02
1.400000000000000029e-02,-9.647594088954973557e-02,-7.814212667303088722e-02,-6.432715914315338679e-02
1.499999999999999944e-02,-6.988951656658824729e-02,-4.315084613091891425e-02,-6.331363454373561961e-02
1.600000000000000033e-02,-1.022226484685814646e-01,-5.458303013590957292e-02,-8.071057765225023162e-02
1.700000000000000122e-02,-1.033706603970764165e-01,-4.984748688019897955e-02,-9.089285475093793198e-02
1.799999999999999864e-02,-7.020333229946403020e-02,-4.345626509771596813e-02,-7.600696264867115581e-02
1.899999999999999953e-02,-8.554629673746284857e-02,-7.518525502340857140e-03,-5.397407664730929922e-02
2.000000000000000042e-02,-6.123583813866553816e-02,-3.338753413208287758e-03,-7.065814160723347948e-02
2.100000000000000130e-02,-7.952981110183483804e-02,-1.951372081403358882e-02,-8.713255890335768264e-03
2.199999999999999872e-02,-5.493100078269658876e-02,3.123093124925137992e-02,-2.711271122274669029e-02
2.299999999999999961e-02,-1.786318564714830040e-02,1.565025868112542712e-02,-8.133014439487543101e-02
2.400000000000000050e-02,-2.891937649827606982e-02,1.826251012097936111e-02,-3.927490884062349863e-02
2.500000000000000139e-02,-9.432445980404576338e-03,2.976033021445858434e-02,-2.980998950011413962e-02
2.599999999999999881e-02,1.398433833830759788e-02,7.674242697695864146e-02,-4.164894674586395312e-02
2.699999999999999969e-02,2.499879343079354152e-02,6.735752631641467314e-02,-3.138851083445622081e-02
2.800000000000000058e-02,1.754659475979376479e-02,6.740406141634308623e-02,2.039775482008671439e-02
2.900000000000000147e-02,4.099817063058598665e-02,5.295752369769678169e-02,3.119543453385557191e-02
2.999999999999999889e-02,4.361400878678053927e-02,8.362387597108857096e-02,-5.790978498808764703e-03
3.099999999999999978e-02,8.111869012563580061e-02,7.718703873711046937e-02,1.141409499283605779e-02
3.200000000000000067e-02,8.973960040135833816e-02,8.676438710451919722e-02,-2.769853229866786701e-03
3.300000000000000155e-02,1.112714696495351180e-01,7.602465492030097138e-02,4.385460340096815346e-02
3.400000000000000244e-02,8.366699297466403951e-02,1.082934606184000614e-01,6.703770637349373840e-02
3.500000000000000333e-02,1.041942850413073857e-01,1.083658268389991464e-01,3.169668189988525397e-02
3.599999999999999728e-02,1.127003327923222914e-01,1.153696224917810098e-01,5.247215017384780633e-02
3.699999999999999817e-02,1.498729193900413537e-01,1.131497932636213871e-01,9.642345513559057169e-02
3.799999999999999906e-02,1.019236300288151875e-01,8.503780711798397673e-02,6.021156312982942765e-02
3.899999999999999994e-02,1.386535906004892349e-01,8.934613410647807008e-02,7.796474933645490546e-02
4.000000000000000083e-02,1.423364642479006403e-01,9.481445317913791970e-02,8.218787558528635462e-02
4.100000000000000172e-02,1.277406904103600416e-01,8.084388921107986403e-02,7.023546906457472927e-02
4.200000000000000261e-02,1.470831463103541570e-01,7.285775408482118853e-02,6.971747188221964764e-02
4.299999999999999656e-02,1.495527855937484607e-01,7.381532814453671543e-02,7.182351671377164293e-02
4.399999999999999745e-02,1.215894593066844664e-01,4.739334366323467301e-02,8.174471858740514629e-02
4.499999999999999833e-02,8.953498956293463873e-02,8.632824860310736592e-02,8.905886465182187572e-02
4.599999999999999922e-02,1.192642584207704304e-01,5.497410750524676926e-02,8.340320208759287313e-02
4.700000000000000011e-02,1.127365611009373547e-01,5.515133614063452705e-02,7.974986923183624565e-02
4.800000000000000100e-02,1.142168591772794173e-01,5.149306855031809266e-02,8.459176882132594943e-02
4.900000000000000189e-02,9.428557193728785701e-02,1.943677261585035829e-02,5.275320966578628951e-02
5.000000000000000278e-02,9.477815653575395738e-02,2.656232972717450375e-02,6.529819060404735975e-02
5.099999999999999672e-02,9.813355424408876093e-02,5.369754103528114747e-02,5.028371387841651385e-02
5.199999999999999761e-02,5.710634551569040984e-02,3.114248615800028173e-03,8.371679938565775025e-02
5.299999999999999850e-02,3.422162863738284488e-02,-3.717762248279653930e-02,6.399956619580722539e-02
5.399999999999999939e-02,5.069562123054864589e-03,-3.735294589990079822e-02,4.106803363238303167e-02
5.500000000000000028e-02,1.823562016268014119e-02,-4.060583502484311352e-02,4.541609905806422848e-02
5.600000000000000117e-02,4.999282675141741850e-03,-6.004499325798038495e-02,3.353508032938405659e-02
5.700000000000000205e-02,-1.254119834599046928e-03,-6.143367690762835398e-02,3.267077065020579374e-02
5.800000000000000294e-02,-4.458092407289612757e-02,-5.292829949340781270e-02,4.510034009550146356e-02
5.899999999999999689e-02,-4.302530822711128633e-02,-4.377147896675304822e-02,-1.444671835053132174e-02
5.999999999999999778e-02,-4.237428591372028458e-02,-4.932160160915218666e-02,1.023456507027696149e-03
6.099999999999999867e-02,-5.714770230685093516e-02,-5.900769372381750588e-02,1.356385447358074295e-03
6.199999999999999956e-02,-9.497944480963159408e-02,-9.361909214606882468e-02,-3.926532421410818506e-03
6.300000000000000044e-02,-9.649441952034820691e-02,-8.672183204123713740e-02,6.887069203001527917e-03
6.400000000000000133e-02,-7.063004294518156201e-02,-1.121407323409018969e-01,-1.312877981865288868e-02
6.500000000000000222e-02,-8.793397341053918459e-02,-9.953550311042838605e-02,-1.167588689153151171e-02
6.600000000000000311e-02,-1.206360809755176594e-01,-1.234071629587420171e-01,-1.429602645393227706e-02
6.700000000000000400e-02,-1.234418014684455361e-01,-9.515392364195578156e-02,-6.562277559217305489e-02
6.800000000000000488e-02,-1.281372561221724715e-01,-1.129916797944684193e-01,-4.962614921961860937e-02
6.900000000000000577e-02,-9.260996012329693328e-02,-1.206637027912602772e-01,-5.886308162655138482e-02
7.000000000000000666e-02,-1.338542914836559627e-01,-1.048819768663982049e-01,-1.013373894276858728e-01
7.099999999999999367e-02,-1.538012538258430040e-01,-9.869246172555085073e-02,-6.989321848960239336e-02
7.199999999999999456e-02,-1.396823957963731488e-01,-1.229663915662061180e-01,-7.511306509650038377e-02
7.299999999999999545e-02,-1.280754169514336793e-01,-8.059533306836089150e-02,-7.513419857494015031e-02
7.399999999999999634e-02,-1.227306183721979110e-01,-1.016526102863572201e-01,-8.584513436400831310e-02
7.499999999999999722e-02,-1.283121800294709236e-01,-5.675154626745175512e-02,-5.310174244399976096e-02
7.599999999999999811e-02,-1.332751235159195247e-01,-5.053343877728528472e-02,-8.078991030414375829e-02
