time,acc_x,acc_y,acc_z
0.000000000000000000e+00,3.375562015523922987e-01,2.667767624823474959e-01,2.207910124567061538e-01
1.000000000000000021e-03,3.256208666376599892e-01,2.314845377458165376e-01,2.173943419433085333e-01
2.000000000000000042e-03,2.545401420741283394e-01,1.931636266334244845e-01,1.661308975017972422e-01
3.000000000000000062e-03,1.832366886748013901e-01,9.361187425279003660e-02,1.230768398819420129e-01
4.000000000000000083e-03,5.186426249298226737e-02,-9.066486601193904024e-03,6.504580346625245257e-02
5.000000000000000104e-03,-5.693166805607177000e-02,-1.012304372795001101e-01,6.443030792557467336e-03
6.000000000000000125e-03,-1.964894880865638849e-01,-1.795384783666063022e-01,-7.094492178201249055e-02
7.000000000000000146e-03,-2.724265612539789050e-01,-2.430498370422249366e-01,-1.469203031631487189e-01
8.000000000000000167e-03,-3.265420113811442482e-01,-2.667875222998776219e-01,-1.880357854080207392e-01
8.999999999999999320e-03,-3.451380019692356638e-01,-2.519638933696410343e-01,-1.979430252253167044e-01
1.000000000000000021e-02,-3.009513281216639746e-01,-2.505688331960773119e-01,-2.136738870356957587e-01
1.099999999999999936e-02,-2.720443556048871558e-01,-1.740588545904790951e-01,-1.912667830510054456e-01
1.200000000000000025e-02,-1.669233112173984512e-01,-9.261343960503276573e-02,-1.356548650631603514e-01
1.299999999999999940e-02,-5.245921993568685576e-02,5.493242718375379759e-03,-7.283022132906903645e-02
1.400000000000000029e-02,6.180260897991797508e-02,1.073403774347164996e-01,-1.440067218495670251e-02
1.499999999999999944e-02,1.818315967026833957e-01,1.815783659794534266e-01,7.478115511824334760e-02
1.600000000000000033e-02,2.594955768060351886e-01,2.406200345623379644e-01,1.219789379042247740e-01
1.700000000000000122e-02,3.406664687646487333e-01,2.686503475456061829e-01,1.743686995715746646e-01
1.799999999999999864e-02,3.329138941669864127e-01,2.730698336401209403e-01,2.021956746261363569e-01
1.899999999999999953e-02,3.200158682635783070e-01,2.426644207924080476e-01,2.089098904062171580e-01
2.000000000000000042e-02,2.576898804735889836e-01,1.683702338795164399e-01,1.774065771757015741e-01
2.100000000000000130e-02,1.807666082940587171e-01,8.865208290299236848e-02,1.416199753529281680e-01
2.199999999999999872e-02,7.240026017005192494e-02,-7.437951771531108904e-03,8.671979941693386262e-02
2.299999999999999961e-02,-5.928844611656081121e-02,-1.157751974115878019e-01,2.524982476729742756e-02
2.400000000000000050e-02,-1.718383998637189880e-01,-1.921829070215702040e-01,-5.747077151065065059e-02
2.500000000000000139e-02,-2.424503673265913650e-01,-2.415114098195395298e-01,-1.285439559886268346e-01
2.599999999999999881e-02,-3.281904655671656901e-01,-2.829463306328245942e-01,-1.619754178423920277e-01
2.699999999999999969e-02,-3.378820128312909898e-01,-2.789387836345432747e-01,-1.886377272432614993e-01
2.800000000000000058e-02,-3.380660150217682514e-01,-2.293363156182352813e-01,-2.178606897510153295e-01
2.900000000000000147e-02,-2.647383029975167168e-01,-1.665093050004815278e-01,-1.838700431998555873e-01
2.999999999999999889e-02,-1.874048449482798306e-01,-7.730658987482841304e-02,-1.275741819657574827e-01
3.099999999999999978e-02,-7.711627413320426561e-02,2.311125792322521119e-02,-1.027588230959059212e-01
3.200000000000000067e-02,5.247031663416802660e-02,1.050357672925806146e-01,-3.191344223357647780e-02
3.300000000000000155e-02,1.700012649536435105e-01,1.862851587112336060e-01,3.932925079475301650e-02
3.400000000000000244e-02,2.675333101275306213e-01,2.529543316028638467e-01,1.138438725167199850e-01
3.500000000000000333e-02,3.233502900022762749e-01,2.797318831513344040e-01,1.767803313335548909e-01
3.599999999999999728e-02,3.436233711344336417e-01,2.817721960806019443e-01,1.967434252734339695e-01
3.699999999999999817e-02,3.257229197457252035e-01,2.328253505313837568e-01,2.173039738978836677e-01
3.799999999999999906e-02,2.645858879143878628e-01,1.564480837152351367e-01,1.860239379094769108e-01
3.899999999999999994e-02,1.980329079368539080e-01,8.132276201323136722e-02,1.501859870595249891e-01
4.000000000000000083e-02,7.036786858384895538e-02,-2.149157935781294965e-02,1.038371397353634457e-01
4.100000000000000172e-02,-3.955337937035937473e-02,-1.106523381131800654e-01,4.959572086905887633e-02
4.200000000000000261e-02,-1.479520680228638974e-01,-1.955742095756358712e-01,-3.482002243259535446e-02
4.299999999999999656e-02,-2.467369892388927566e-01,-2.502660190945793506e-01,-1.206778354253262159e-01
4.399999999999999745e-02,-3.239832308410965367e-01,-2.695157802179541373e-01,-1.415842237211099308e-01
4.499999999999999833e-02,-3.471828361808769192e-01,-2.656716410534318840e-01,-2.059204782377124510e-01
4.599999999999999922e-02,-3.343634621800675721e-01,-2.252991323106301735e-01,-2.022584303443461795e-01
4.700000000000000011e-02,-2.753818092438898302e-01,-1.585627241609381399e-01,-1.883496392576729239e-01
4.800000000000000100e-02,-1.861835385163056467e-01,-6.775727551108091939e-02,-1.682451976188484577e-01
4.900000000000000189e-02,-6.464409575772731009e-02,1.930170254677183658e-02,-1.199464478182593746e-01
5.000000000000000278e-02,4.796819643411268791e-02,1.148406506059602150e-01,-4.106718026695218432e-02
5.099999999999999672e-02,1.400264016241629106e-01,1.901390032437251520e-01,2.936789404008655763e-02
5.199999999999999761e-02,2.367924555563964417e-01,2.387807229325775160e-01,9.168540220703537413e-02
5.299999999999999850e-02,3.340403989298125764e-01,2.817477446738335112e-01,1.531466867718392355e-01
5.399999999999999939e-02,3.430337864556973204e-01,2.716726677740218809e-01,1.797771857377812865e-01
5.500000000000000028e-02,3.348929019557401188e-01,2.193367216664977026e-01,2.083401603368068011e-01
5.600000000000000117e-02,2.820293310079503013e-01,1.601326776078246250e-01,1.987155778599960232e-01
5.700000000000000205e-02,2.068844871733739876e-01,6.878539388191609594e-02,1.612809712006391116e-01
5.800000000000000294e-02,9.764312645299516591e-02,-2.283672238594861015e-02,1.196044096226109993e-01
5.899999999999999689e-02,-2.122702995895939596e-02,-1.347979126038568454e-01,3.655074452726724682e-02
5.999999999999999778e-02,-1.557405415873334975e-01,-1.825468094970784383e-01,-2.791696063160208768e-02
6.099999999999999867e-02,-2.492406428085457704e-01,-2.539602917560491169e-01,-9.619428863370654836e-02
6.199999999999999956e-02,-3.208153488344883675e-01,-2.682653826817321119e-01,-1.464489995080294760e-01
6.300000000000000044e-02,-3.463908126103319995e-01,-2.598992900443859444e-01,-1.805862536491151249e-01
6.400000000000000133e-02,-3.149863130223685137e-01,-2.038765623485197243e-01,-2.095371674382736915e-01
6.500000000000000222e-02,-2.781867516133516016e-01,-1.475119138525974594e-01,-1.989374460233323816e-01
6.600000000000000311e-02,-1.761564979277722709e-01,-5.687146516364221388e-02,-1.850413629598190168e-01
6.700000000000000400e-02,-1.037300117949692818e-01,4.345352442982140101e-02,-1.254149754802808547e-01
6.800000000000000488e-02,3.236054008270468352e-02,1.087279224464872129e-01,-6.450231533404501838e-02
6.900000000000000577e-02,1.395267255491836611e-01,1.943625796254313531e-01,1.789711271017625088e-02
7.000000000000000666e-02,2.529780225641234948e-01,2.569273813638510706e-01,7.862697111812776141e-02
7.099999999999999367e-02,2.972011910916536603e-01,2.689351961743289832e-01,1.227894968133736303e-01
7.199999999999999456e-02,3.291227200591711477e-01,2.511456060747636054e-01,1.908288035800487781e-01
7.299999999999999545e-02,3.333984883700015778e-01,2.178751622848479896e-01,2.219023478859880327e-01
7.399999999999999634e-02,2.821587452038294419e-01,1.444981070810180124e-01,2.125772468213674438e-01
7.499999999999999722e-02,1.858385942255416090e-01,5.370582870030934930e-02,1.642240740781212016e-01
7.599999999999999811e-02,1.117269962598555211e-01,-3.678854768267061925e-02,1.349638474869533367e-01
7.699999999999999900e-02,-2.004274235059711265e-02,-1.476480476596062630e-01,7.072036737858249100e-02
7.799999999999999989e-02,-1.375922760623248531e-01,-2.084783997646797171e-01,-6.205305050745558298e-03
7.900000000000000078e-02,-2.444060203749911231e-01,-2.721723125943953381e-01,-5.954773529535398180e-02
8.000000000000000167e-02,-3.094413241566089656e-01,-2.788394455949251838e-01,-1.350797670757289404e-01
8.100000000000000255e-02,-3.383082802861539506e-01,-2.793520124462679499e-01,-1.629493742782780752e-01
8.200000000000000344e-02,-3.341779190113066678e-01,-2.021519249311549415e-01,-2.227311726209987575e-01
8.300000000000000433e-02,-2.815806187860139254e-01,-1.474368954898448714e-01,-2.222372498758443393e-01
8.400000000000000522e-02,-2.018244907953861689e-01,-5.586152627395193915e-02,-1.805262519760812145e-01
8.500000000000000611e-02,-9.818226438779840970e-02,4.667499619992523940e-02,-1.379474768706821786e-01
8.599999999999999312e-02,2.794547186114999110e-02,1.528338763626488350e-01,-8.529537997439594343e-02
8.699999999999999400e-02,1.367723961824137413e-01,1.980447654808137059e-01,-1.611254287330780161e-02
8.799999999999999489e-02,2.411516638015683833e-01,2.639668269452046245e-01,7.091812799930211075e-02
8.899999999999999578e-02,3.104627658904689502e-01,2.764461270347057797e-01,1.134711964783467197e-01
8.999999999999999667e-02,3.521391679632669969e-01,2.568022756040413968e-01,1.750303876982565454e-01
9.099999999999999756e-02,3.378581283573875993e-01,2.145216950631448349e-01,1.995068298084264891e-01
9.199999999999999845e-02,3.080052133259953417e-01,1.349184810759503916e-01,2.049043919277799553e-01
9.299999999999999933e-02,2.094412157171887390e-01,4.329609982741230295e-02,1.996185627997272838e-01
9.400000000000000022e-02,9.862298810386206649e-02,-2.846953553173173224e-02,1.556676496646440810e-01
9.500000000000000111e-02,-1.565744990154629979e-02,-1.498962504282974340e-01,8.068182175453199323e-02
9.600000000000000200e-02,-1.284657914135432233e-01,-1.985673303363723885e-01,1.714317001274080418e-02
9.700000000000000289e-02,-2.320154864924627858e-01,-2.600136527286113775e-01,-6.395172461998917257e-02
9.800000000000000377e-02,-3.130638391639881668e-01,-2.735823808936725388e-01,-1.156252041105425704e-01
9.900000000000000466e-02,-3.298045182763610361e-01,-2.627643367596359525e-01,-1.567552623423880687e-01
1.000000000000000056e-01,-3.410785780228395292e-01,-2.224756664136082751e-01,-1.958329598533153082e-01
1.010000000000000064e-01,-3.023757926678403152e-01,-1.371057088028883320e-01,-2.123796003842610691e-01
1.019999999999999934e-01,-2.171010448289275030e-01,-3.317900484371587300e-02,-1.936867202187457504e-01
1.029999999999999943e-01,-1.012088888341276111e-01,5.415985006415897224e-02,-1.679388187875762162e-01
1.039999999999999952e-01,9.429018461897070019e-03,1.580505234621794597e-01,-1.156210469963121212e-01
1.049999999999999961e-01,1.269089648354522204e-01,2.121809516134329221e-01,-4.575177442073706524e-02
1.059999999999999970e-01,2.235299549004115260e-01,2.611982720364199873e-01,3.926466803871966893e-02
1.069999999999999979e-01,3.113353398157579499e-01,2.852673519933210944e-01,1.242254377236944041e-01
1.079999999999999988e-01,3.447004115222675469e-01,2.653473076848699153e-01,1.587034957095801724e-01
1.089999999999999997e-01,3.445282010411924722e-01,1.976527955042127194e-01,1.886783072642001791e-01
1.100000000000000006e-01,3.062210568416334766e-01,1.221356100632924740e-01,2.213010167018283902e-01
1.110000000000000014e-01,2.245650096931014472e-01,4.449749174387493400e-02,1.945431025454977536e-01
1.120000000000000023e-01,1.142570188293869221e-01,-6.034061317423034670e-02,1.662867310289193046e-01
1.130000000000000032e-01,-1.491622517791690861e-02,-1.597146310523485380e-01,1.181600151507342655e-01
