time,acc_x,acc_y,acc_z
0.000000000000000000e+00,-1.661863456713947862e-01,-1.263584856126160061e-01,-5.209584964531249057e-02
1.000000000000000021e-03,-1.438120406101096038e-01,-8.143430542327662058e-02,-8.958421444456629579e-02
2.000000000000000042e-03,-2.484059408588111528e-02,7.023738688415512299e-02,-3.772083633303399686e-02
3.000000000000000062e-03,1.221941572177069613e-01,1.059894285768723105e-01,4.301683819358939620e-02
4.000000000000000083e-03,1.550696826783142246e-01,1.017148912538839017e-01,8.861242959186869939e-02
5.000000000000000104e-03,2.381656050996968157e-02,-3.081757549229032292e-02,7.932408286285914933e-02
6.000000000000000125e-03,-1.291028722979534471e-01,-1.262836813572337236e-01,3.351078156631185408e-03
7.000000000000000146e-03,-1.992726116169477313e-01,-1.250102068230438679e-01,-8.989512250565069584e-02
8.000000000000000167e-03,-7.166796940442624053e-02,-3.691250079033672055e-02,-8.852899198866884256e-02
8.999999999999999320e-03,7.754323478009020332e-02,1.330046892269291237e-01,1.008289160712040611e-02
1.000000000000000021e-02,1.835794958867333071e-01,1.398628754174566780e-01,4.411303109355665247e-02
1.099999999999999936e-02,1.309304650581873120e-01,1.845169000398332732e-02,6.927386559494071172e-02
1.200000000000000025e-02,1.820752849735376598e-03,-8.332610191334997862e-02,6.850074490378192660e-02
1.299999999999999940e-02,-1.555974358594037210e-01,-1.056315717949556920e-01,-7.468984592896145414e-02
1.400000000000000029e-02,-1.391638949153593818e-01,-3.266052305010098966e-02,-8.171835770845145563e-02
1.499999999999999944e-02,-1.546958076249578366e-02,6.035867860016513875e-02,-7.060992401076057745e-02
1.600000000000000033e-02,1.559822791906526340e-01,1.060725821624340787e-01,3.227193544885651605e-02
1.700000000000000122e-02,1.726786027429203230e-01,7.865453588531587381e-02,1.422716192969177840e-01
1.799999999999999864e-02,3.481869537910638884e-02,-6.280440705856896177e-02,9.637160174936074131e-02
1.899999999999999953e-02,-1.332643718974051428e-01,-1.403427776436023400e-01,-2.462754307711421259e-02
2.000000000000000042e-02,-1.764836908378173419e-01,-1.116308194887735972e-01,-8.920597738998677084e-02
2.100000000000000130e-02,-6.237019219866982850e-02,4.625428125602776448e-03,-8.131809408185804167e-02
2.199999999999999872e-02,8.918162155068128094e-02,1.425602865898598914e-01,1.513283868111618647e-03
2.299999999999999961e-02,1.439985028920900134e-01,1.116840527892781210e-01,5.880343696320444041e-02
2.400000000000000050e-02,1.219287919055277308e-01,2.887990289416590695e-02,1.221062326828138284e-01
2.500000000000000139e-02,-3.898217118225889150e-02,-1.262122649166042276e-01,4.503327721028053260e-02
2.599999999999999881e-02,-1.694649965413019821e-01,-1.135754962057186901e-01,-5.352364426916454004e-02
2.699999999999999969e-02,-1.275907310363093572e-01,-2.766060523887796732e-02,-1.020420520765508154e-01
2.800000000000000058e-02,6.046919310990378493e-02,1.012806711288906647e-01,-1.342412263535352340e-02
2.900000000000000147e-02,1.601209669152191817e-01,1.347989003044147427e-01,1.305305761098874209e-02
